a0,b0,c0,a1,b1,c1,x12,x15
b92c75af,5611b4e3,5c87c788,2fc130c5,f1bc284d,ded48e27,fdabd326,f9559ea3
8c4ed0a5,4485d507,03f7cea6,198f2ae3,9d5b252c,2f202acc,8bb91e87,36ae0aef
bc843ce3,62c31420,e330015f,774f9264,eb6caade,83828967,6bb43dbd,828d1b03
b74fcad7,aefe5f31,a2676e96,8cc30412,ea210eab,970da348,a6282e04,93cea35a
29f5046f,dd7ee947,b459dc3a,b35faf05,351a0ea5,867a4af9,9c3dd858,263eedf9
ae3d0696,165919de,2ae5f587,63c66b34,734dd097,cc68acb8,0ef1f587,ad6ce5b8
97615e6c,1243ade7,30505d20,75a1d4df,2d18bb39,1c3ffed5,27114b6c,293eea0b
ba396a64,94916627,6a907d06,19e64e84,1b6be723,172b1bbb,e0a87d02,1ec91bbf
dbab8ce1,cbd2b5f1,e6586176,4a612d3a,c50b1639,7664a01b,ecd1e1b6,7c258113
aa4f8b75,3d430919,3f97c31c,281807da,d5e942b6,51891e79,979dc839,79811df3
b2709df1,9ea8d6eb,02ea1b9d,323920b0,7fe7012e,4dd9aa47,a2aa8e5c,6dd0aac7
9e67cd80,4018426e,77c356b4,df6ec383,60262d0f,1092f00f,77e51bb4,10bcb30e
57711e87,5d4b3e5d,921892af,b3cac7a9,b7e59bee,519af852,d038962c,f3107df3
8b0425fa,048928fe,d95ad524,f6c9c7cd,f1674cb7,ecf3533b,585ef16c,183b1772
46b0f947,d6c1bc9c,96af926c,123ed52d,add9ea08,cbba2d71,d4bfc268,d9a27975
bc8a546e,25ac57c1,66b4e785,11b96c91,56d7a5ab,a8e83d1c,56beb7ef,b9d15d1c
b9d45a5f,c083ae66,72a76683,ca2f92d1,160cb19f,bf6e608a,e2237cda,7d61725b
bf0f5e3d,0fc9acf0,f20e8d9e,943c6f9e,6ee37386,fe3be3df,d304d3aa,fe13acc9
245a2629,8a1ae3b2,d85849c6,06a7fe5a,68f9a135,fd819388,f81a4bc7,ff22d18a
29fa5996,5a4a882a,50ddd2bc,0276a6b0,3280ddd5,a811aa48,7817832a,a853aef8
6c0b83f3,12389e7e,601eb2eb,c906cfcf,2fa3f319,368f2568,4c15b388,3f8d682f
9cc444be,950deb7c,a60e5e56,ff8d2095,e38a368b,2149660a,b28a1ae0,57cc669f
4d74980d,583260bb,199d964f,76b7c554,24b730e5,df5c3f96,55998643,abd97fc2
3d393908,f0a6a25c,45c9d29c,016bd645,c9486a8e,a6e07b70,7ce1da9c,a78abb30
4377a296,48a0a3cc,b9bede53,169a7ba2,1cc85a8d,12a1f882,f9de7e53,06a98182
ed6a5056,25bba055,69652566,703d1528,ab57d6a6,b2a6acc9,e50d7534,b28ab8e9
88fa5050,2c37d443,1f6f8f71,bbfaeea5,9b480e52,3130d8a6,9f15df61,824a12a7
fc818785,f09c0a02,c63d94a1,3603bba9,0949f0cb,a5a6bf36,3ebc1620,95a705bf
8b6933a1,49afae2f,c202b17b,f86c5a30,121e3f17,e075fceb,c923a05b,b855ecdb
8844de3d,ba08f41a,97a97f73,cd13d257,9ea0f4f7,12a093f3,97a97f5e,16a093b6
ddcdba2a,a1e86852,6a305a0b,92cc5c1e,0b715aae,2a80ec71,e2b96823,a808fc6d
186fdd48,b9838476,9de1fa21,cf40ea5b,b2bc1d97,d2026d3a,95ce6361,d902e57b
7d70693d,70be1f1e,e90f6897,cda11932,8d1943ac,73aff015,942f20a7,be0ee827
320ab925,9a75f29f,d2f73002,c154ee80,731ed62c,708c6b16,f2fd1023,b1cc4f96
13b2d2f5,3ecfd547,d97729bd,16ea3fc9,39a59377,6f20bd74,da556b8d,694abb74
83de0df0,b4fd020e,1573a757,63ec6d8b,9b0046aa,3f287dd6,16afa3f7,1cc43956
26caa062,eedef551,2200b610,7bcc72ef,c021c1e5,0468d3b8,04ca9630,2ea4e31c
1892e3ac,005bfdbe,89b45358,f7e873f3,c598b012,5e9b77ba,893612f4,9b5b361a
eca80f82,96651d3e,c2a134b0,fec8f41f,acb61e61,143ac0bf,ea2137b2,2efac0a0
b76ccc70,4f51cc8c,60af50fb,81e4972b,77f97a1a,58e40fc4,5087d4eb,584499c6
8f8b0676,79199c41,c219bd2a,b0444201,cc18245c,577e9bec,4718bd3e,e77e9bed
8dabf9df,6b47089b,ca4ecc62,338381e6,82dea61e,31dff183,43c764e7,105e7107
3c30bdaf,ec79b1fe,f3b5b4ab,7b54f590,9b6eb792,adefb648,c7a5b087,defbb248
4f905b29,5ec68b04,2cb36153,fa43ebce,e5deda50,d3f480c3,27a33053,69f4c187
538bb9ee,5d6e3d59,1909f624,3ebe2423,12a045f4,5e48126b,5a83ce88,50c6324a
314bd2ce,6d612fb1,cca614f0,d5f2cdf2,26b83e54,55a4f2b3,cdef0434,1474f353
98d4ba63,515668f7,a876b586,dbde7882,a67d9c89,7fd639a0,387605e4,acdc49a2
199289d7,0d24ebf7,f55b8fd8,09dd5f15,7e14e3eb,0428fa82,e44b87cc,0538f296
8eb8945b,464eac68,94ea39e1,df15edc9,3a5a259b,d37c9067,98fab9b2,8f6819a6
982116e6,6c4c7efa,484bb17e,9cc51339,4ca1d536,fb6f0f83,486ab3ba,fbaa0c8b
5f5c9250,a19ed7a6,98769a42,2a64fb26,ba258f44,8efca550,836e8a02,84dcfd72
02c73062,8c366040,40a3bf69,303853c5,dec18a3e,853eb69e,42649f0b,950ef4da
b36d3721,6e92e918,c1130c0e,0398c5fb,c36df9c4,f5c0864d,607e1c0e,f4588695
424d9815,6419b53e,af478b13,67d26d3a,e5e1d3e6,a3b87bb9,af0f8b03,a2681fa1
c7490d69,7a13844c,63b800dd,2d921650,b58f099f,ee411d64,a4b00d9c,e3d11934
75ed3e93,cc5ce468,ffb7295c,a97c2c42,17ed2bc8,8a4eaeeb,ae1627dc,037ea2eb
fa85d7ec,d921f2cf,b962f7ab,6cdb8239,08513148,0ef45892,6962342f,4ea4da93
a4291ac6,3b3b7264,08790d8f,5d9505bd,a1076c91,f0c90bda,8851174b,e8dd0f6f
c9e31710,49ceaebc,34de83ce,256dafac,d8053a56,ffeccc60,b51d97ce,fea548c8
f71bec05,d54bcff0,71a17bee,6d4cb73e,652ee4d4,15f265ab,c1a053ea,35b6468f
ef41b7a4,e8992e16,5616695b,e5045682,f5dc17a8,e5cbfc06,5b5758ff,e0cfec84
51a6f541,06a1112f,17c24095,9291a920,7e83f220,7892a5d9,47e0a194,689204d9
5ef7a7b5,d05f30c5,1786dab3,effed6fc,b4cf3977,49b2e71e,5316db03,2d22e7ae
7f0ec1c4,887bd445,709875dc,b5fe5acd,b5224777,5e80e131,4d90f4dc,6bd8f331
d0aefee2,849b2d3c,6b612111,0d814fc2,881ce5c7,c341cc58,6be7e9f3,cfc0849a
a644ff86,9e239c10,8bd34ede,0f791f1e,78e1a2a4,be879f90,2d93705a,b8c78184
9fbbf2b7,a745206d,d842e75f,40f09455,e60588cf,14330e56,d94247fd,54738e56
a380147d,9f74c3cc,07a34651,0b4e4801,434de4ab,6e08ce67,87a34234,6600ce66
3badc22c,58985146,292bdb06,5ff55674,3f03ac04,5e4d1385,0aa21b06,19dc47c5
799977e5,c0b27748,1963c693,a138d0e0,b53f6bec,4a745cb5,68ead237,6b7c4c15
f92eca71,710cec1c,744697b9,62dd900b,93017dbd,8f8cc8af,944a1798,ed8158ae
9ad587c1,49248abf,84f52515,22ad11b3,eea3f825,1283ead9,06702795,3006fa4b
f9196072,6963d6a1,a9b2a502,c228f623,61a056b6,1bf07205,a1b3a510,1bf0f206
15eda148,ee06482e,02dcd69a,e886a88c,4f6ba64a,6d6e7b59,03b176da,cd6ad35d
e312085c,bfd619d3,f627a2d0,7449e2f1,bd6324ce,4402b946,f437aacc,44039957
f9bdba07,a9e3fe8f,0c296715,b3f67df9,6be34011,375bcf4b,cc29dd13,b55bf3d3
2808f372,daacf3e6,2c60707b,19332c90,2ff75133,d3f32509,0c68d22b,c2e00599
3890ea57,aeec8b55,f18bbcb0,0a8821f0,13ab344e,63cb7854,c98b16a3,6bcb5944
48895f40,9656b37e,12137336,e0c2bf26,dc3525cc,f5838c0d,5a126536,b5c11a2f
fbcf538f,0c40ef44,04277cdf,6d396369,f7a72f26,82844043,ffe03cdd,eba50023
897ec28f,9331cfb3,143e6cb1,d7ea4742,6c0729f7,2dbfbcc0,9d08aeb5,fa9dfa80
fe5e9f6d,2561f793,bbeaf079,c592de7a,3ddf60ca,43b02034,a3f46730,4322b66c
cab90af5,47a72cad,b52816f6,21246dc3,667a1a6c,45a445c7,b5b11437,64a06106
b9679689,a50bcb39,8d807553,8270f456,f7a5188e,5e385d68,9da6e7d2,5c188d7e
c807c24b,03d89a3a,c11f490a,d3eb6d01,34f041d6,e3656294,c11f8b42,f04d2b94
8e636cbf,9ea429a2,306c3cc5,6097521c,b930e19e,28ca3782,366c74f9,085e779e
a5913c4e,b6a2611d,611091cc,762502d5,e2396f49,7ffa3746,65819d88,2bfb3512
b8dd6ec8,ed7b31f8,36685fd0,ecc62014,fdd96419,bb2d30c8,26e81b10,bbaf30c8
5011a97a,071aa791,70aeecba,9c5d31c8,09d473d4,4f8876a5,70ae6cfa,43c466e5
dedfc3f7,e1702d45,6cbc4ca7,8e7499b6,e99fad7c,034796bb,6473cc96,0b23168b
9673be6f,8601b4a6,a510b20c,987068df,d9ba9cef,6689d152,b3239a45,7eb9f91b
ffc12b6c,6a86a228,ea25aa6b,175c5a27,4d56a584,f1c105d1,cde5a947,f69107f5
07cb7af5,ee7643a3,c63ebf9b,93a88655,693e8913,15fa49ef,c176f52b,96f2cbff
56f5eee0,3c1fe962,8d743bd3,eb55e404,02812c62,f576638d,9be0ffd3,df62a78d
afba9035,27fc7e3f,3dda8fe4,5e909df3,aaeba5a7,84255817,b0c81ff4,8835c187
28bd9674,a382371a,e838212b,5c26920b,3bcf308a,052bcd18,e035273b,1d2fcf18
9db0df13,62e0655d,a6ed1d4e,cd349786,b44a8406,091c0e6d,324ddc5d,cd3c8f6f
4d61a15b,2a37b399,5a321109,e06b912a,5d9b8124,1eab740e,1f123110,7e836426
da7609cd,53fed537,b83ca099,53fed5b4,833e817c,286d17ac,687ca0d0,78ad43ac
926d0508,1b9bf6bc,dc9598a2,638a86e2,9d961cbf,fd305dd4,5e9898a2,ff38dfd6
b46ff5f9,c5dab3b1,d5279a65,18f8b4ee,22482542,94afc387,71250e94,943f5765
ad142dc6,635fd5a4,ba123ae8,15f96d6a,225e625c,d54e5fab,bb121f28,d44f7ac3
07b89557,9e710720,c233fd53,990175c7,546b00e0,59435b51,c02bf813,d1435e91
f8212e13,a31f126a,ab3bde7a,d46fa6c3,bf10a303,1b8c5d29,b33afe7b,0f83fd68
2424a0fa,52611e72,98d3805d,14091d7b,b5eb6f8b,9452fa07,bcd3a0a5,905aeb7e
5a33e062,979d6ba2,b13fc71f,d9bffa59,8a5d29df,58f75049,a93f877f,41771210
3d287587,8fadd35c,4a629aa1,3f303b66,ff2176d8,c89618d6,7a6abf25,f89639d2
6a81e281,5aee57ed,a33ddc59,3765a983,92f322cc,db9d4c51,eb3cbc58,db986d50
2dff96c0,04da1f5c,5731317c,4390408d,8065ac4e,1006a3cd,538ea37c,1096a3cd
c00e826e,8eaeecef,d816b4d4,4f04e7a7,6e8ea535,8a17db54,1816b49e,ca179ad6
22ec80f2,f3107729,f95403a6,73c27917,7db7e9d6,82fa4d6b,fbf08354,8078557c
f5795638,853487f5,f33290d6,77a50dc5,1adf675f,a31f5b1e,665bd0fe,b4be5b9e
27474604,ff791fd6,3dd9d066,4f2dbdc7,17c2342b,3a663667,1ddad262,724f1fa2
fd9a4bba,3463d321,0cc7cc20,50b373be,9e25158c,2671d18c,a4c58e88,26739320
b9f99874,5b6e0cfc,30d1862f,6490adb8,e2d635d1,0bfcc790,89699e0b,2b6ceeb8
bbc245d5,d978f1a2,af9a5ccf,74344048,5baba942,819ac0f4,2d581c0f,818a80b4
bc74a48d,12ed469d,4650e16b,a4c3dfe8,6b93922b,e0cf6c74,7e2465ef,c08db8d4
041edfec,c4db6d7b,40dfe48d,55022bf2,662d5d2c,dac2f482,40c9f4c9,dac0d4d0
4725b229,2063c59a,c7cecb5f,1b3bc210,c1d71bc3,b7a06bb3,86ea5956,b690a9a3
f77db9c3,49b44331,ad3bd754,80b1aaed,3c79e124,066965bb,d8767755,06e8c7be
34781c86,e3bf9826,4da11100,72cc5f50,36e80294,cbc69055,59f10982,9b828a45
3c1e008c,e124eb69,b61e39ce,4dfbf070,351f69f4,899de704,a2043942,cda66714
45035a11,d9844445,f220130e,ddfff90a,9d63db6d,1bbbe4ab,b623090e,5f5c7da3
cd221d2b,e80d5f61,6d5d32a1,f402136f,9183e9be,de352129,245f26aa,ae373366
cffd3c35,e6446822,ccd7a768,cb7480e0,0a9e5928,1adc1669,000f9768,d28c1669
c6c96447,1b6ba5b3,3ee20bb9,1d8f079e,4029b4da,fe6fe4c6,7ca20bf8,e76de5ce
d8424789,a20ddf0c,260d731e,c357ae0a,3054b381,40511498,b64d3797,c2003890
10eca671,975672e0,f5788e20,e340ffcc,ee3fd230,a0a22110,e5102e70,c1e281d0
33f2948d,9f38950d,23cf3a80,99747f19,f0723125,e4530a09,008dbe88,ed132e01
54a2762b,d1442854,318c6272,d6b85923,1e4cd548,85f72bce,758c167a,43ff72ce
9715ce2a,93cb94b6,72569267,b9feeec0,e439fc25,f87e998f,6546da65,c98cf10f
5ffe55ab,3ec62d0c,814d54a4,ae093e1f,3219bf09,16c4cc41,8d9344a5,1acdde44
3c17a9ab,1afac300,dd010e84,56c9c676,e5749dcd,0ec994e9,e107060d,5841d2ad
de19feea,47140525,7680617b,f504a53f,4914063c,d4ce3be5,78806373,d0ce3afc
703eb9f8,664e284a,174ab905,769a7e8c,170b646b,ef808259,674eb125,9f80ce59
1fe9bbdc,51201be8,594d1ba1,8b3999ce,81ba82cc,07bb52be,49c582a5,87a3cbba
7ab92bbf,f578e472,718472f9,4fa23dbc,3fe7f9d7,c581d3f9,3b1d7b5c,8f03ce5d
1ff6a0a9,fcb3b539,e94bfebb,a3d974dd,283d35a9,0885af5f,fdcd7e3b,880dafcf
7a5f615e,965c689b,ab00f465,dd65bfbf,d5df1469,a9012bae,e9039437,e800171c
d3cbd0a4,e8333447,bde5985a,67bae448,756d6e14,59201a46,2cafc85a,5c3a5a06
c6ccf483,2136ba63,f2cd40d9,5e3e1631,ed5c3d66,515a2233,3685c4d8,1d702432
7db7e87e,e34dda3f,d6408c29,ffcc53f0,533fb5fe,ed9ea838,e672e469,5ddeebf8
da6db94f,f0956e8b,b0f6989f,e8604abb,da5b27bc,3f227e86,baba9198,176236b5
387b72bd,077904a5,8d7ed83c,313a496c,7318fa2b,9e79cb70,bd1faab0,ae59837c
0998de63,06b87da0,1162c25e,e91738f2,4ca5556b,8b3d8187,197aca1d,c328a945
a0512a1b,5c990f6a,b7737581,db1bdb58,59c6798e,bac7afe0,b7225781,bbdcfda0
0a9ebb25,a9c5fa86,4d25931c,52a2c2e3,649f8667,6917d305,453fab3d,291593e4
296836b3,ba70ff03,feb0f5a9,e8121589,2b9c74af,224e1a9f,ffd8f709,a24e1b17
161df900,81f1248a,c3e0ebaf,43ffd099,29d55b53,232bf9da,c3e492af,230fa943
350bde1d,edeb04b5,b09d42d1,aade85ba,7ccb076e,5af4375d,a19d40c8,daf436c7
a1ba1731,8e140f47,9b7c23c6,7bbc4751,7dd79e24,f25baddb,3afe32e7,81dbac9a
8041b242,3346d5ed,ba94fea9,040391ab,effdbb55,5c2f29e5,3a95dca9,582c294d
6280c9de,a417c397,e2bcfa4c,4c2c29c3,3b39cf97,848f7763,e0bcf24c,88a37f63
6e6f29b7,4960a363,3327c746,af8acb23,2bcc98dd,ab62eae2,510beef0,89eae1c0
978f3811,fcfde00a,b0ec1cad,aacd1284,dbc6c18d,be1bbe7b,b7e73cac,9c12beff
537e79a4,2204d1da,01c89056,7d1fd916,7a5ad070,181136f6,519691f6,400f37f4
99dea9b3,ba4d33d3,d7f50b2f,42c011e1,7ed7d9c9,3edcc78d,576fa33d,7e5cc78d
a14c7864,d8759aa4,718ffd80,f198c7c2,adf1eac1,e7644535,508b8de4,96e40575
b800accc,93a4f879,1e505c37,087c9842,7fd53da6,8a32a107,b650d8fb,82422145
3c9c4712,c903a7a2,ef28f9fc,feae8761,30b5d7b5,5ef906e7,d7bcb9ee,a65f06e6
a90bf959,ffe20ed4,96b7bcfb,65d6c2a2,c2de2397,fff334c6,bfbf95ba,dae734c4
313f83a0,e929a406,b555dcb5,b80dd955,656b1149,6d443fdb,b5575db5,e544ae9e
63a6bf10,c6fe0269,d3374a5e,0ab36ce7,e660416e,7060ca31,f3b1495e,70f28a36
a588b71e,ecd55e80,035efd34,e8379542,d66c9daa,13b04069,23d67e3e,3b81c16b
a7ca84f1,6a94feba,539f028d,e7dcf6c5,3aac3a92,b842cfb6,539786ad,f85a0bb6
0c509817,a8fb6f69,2f5f8e3a,35c6ab1b,e57f1c8b,206b2666,235f9e38,25ef0564
f5622384,df120400,7add30fd,b912f454,b94ef575,00b291db,1e9d11f9,20a2618f
6ca5740b,583f571a,cb035c73,7f6f8189,8fef2b4c,f8d57875,8f832871,af957875
ba49a18f,835a53e8,40d94b32,8f0c66ba,d97c5c09,4dceef2b,5ad94ab3,47cae98b
850c9e6b,c4012d1e,b5b1d4c5,a00f4571,f6870bdd,30e39819,b5b5d286,10e59c58
157aa79e,013c9c18,95eeeb8c,c457a26f,ebde4a51,f3472515,958c6d84,3305a75c
4e1b7df3,1ae5b1de,5d2dafcc,6c49c150,9ffbeca4,3010ae25,5937f2be,3418ef75
bcaf8825,09c7616b,757a99b8,96c58e33,43624090,6aeefc5a,7ddf9999,686bfc69
6002c835,51a7fd98,5710514d,d2b74097,fd6500f5,9accfe31,77129968,1a4ebe34
7e8cf940,8c173a8f,b9ed0a93,2d1ca34f,969e2e8c,5ac152b2,a3651a93,52c952b1
2a348f0e,3fbe36d3,a365babf,0b4de59b,a51bfd42,8d960238,a94131bf,8793c3a9
75391fa6,e0d519de,1b058e03,2c46eb8f,b5a8ea87,6a23a173,4e3c9d03,6e67427a
791203f9,4d8f0fb9,bac0e324,ce3689bf,22c0f77a,e9a03ea5,d3c2e3e5,a7a6b626
cc4f9719,7a439264,e87b4496,2b3f8231,b2550f48,5b33422e,207dd19e,5325c20e
9385fa9c,6400a1d2,8f029026,c69c8650,70d8193f,f09571fd,9f8228aa,f40df1bd
5e2a943a,58d36877,edd8f7ae,61493f51,13abfdf1,6ed32d79,a7f063ac,2f9b3879
b43c3a10,bfa3caf5,3ecb33e5,123bb448,a9ccc62d,a276e861,2ae73bf5,b05dec29
b2b7842b,3cbabce5,dd9ed63a,ed594ed5,69a51b5c,aacdafd9,cd895213,efd4a948
6bde1d68,85425c88,02581a60,ed52838b,7975ac75,a5f794e0,6a4e0a08,49e51469
1692c0cd,f1dce341,35c92829,ebcf80f6,b47fecaf,43c1957f,314b28e5,02429599
00e16860,160ae90f,5d43e233,8a2638cf,bddc1315,63e73c12,5d838a33,e9e10418
fbcb55ab,f84858dd,c92061c6,5cd2b35a,95a90e55,b265d475,a0e1354e,fea5c67d
49417230,b0070eb5,6f31d1a9,150c37bd,1201ec83,390cf7c4,6f31b399,3908d5f0
b7d59553,d3bb6748,6494bc3d,9d0403c7,cb28604c,7d31b5cf,7405b93d,6531b6cb
dfe296d7,af5298cc,bc1537a2,0cf04427,9e125464,06db1ab8,ad55b322,069b5e98
37676c1e,d6852ece,edc5c4e2,b73c1352,a2a5efc9,2106a7da,d9e584e4,1526a6d8
d668f5a6,5c3324d7,714464e2,5b1ce5b0,3ad38309,6ba4bd46,3724c164,29a418d6
5643a08f,b69f9be9,a3f0e24c,e822c8b9,8703dea8,adf6cc29,b3f0e24d,8df68c28
eff3c4a4,4f33f5de,477ad0e4,9b170a12,da65f24e,caeffda2,c228d464,5bf9ffb2
96d37612,120e3e2a,db209074,e6ff278d,26b4a18a,54af3489,cfb28674,70153309
14cbdeea,df489f4d,b4e80094,decaf303,8b35db08,10e67f2b,a0a144d4,44ae3f2a
23b91da6,e6a89d88,ab5dca07,08caa03d,7951afce,e165f0ed,a8e4da01,e9add0e9
d101b5b6,a33890d5,f4449407,114640e4,8f35a583,11103b58,f445a111,11143b1c
53b440e8,aa9366b2,790f1a00,fe45d346,af4ecfd6,03160fb2,789b1a60,07538ef6
f2ed04ef,3e92d3b4,99020f83,5b68c636,5ddcef28,0de3f068,fb4e0b0f,4eabf47c
81cbb241,10214ac9,b653182e,872e80d6,68246c38,bf8beb78,b6523a6f,bf8feba8
abb0263c,bb1ac9b6,6f57898d,860c62d9,11139aae,f3980d50,c5578b95,71904f48
e40550d3,499da1e9,baf674e3,20af5786,cb0c16a6,c52b213c,3af764a0,c5aa363a
66c4f447,8447754b,4c3de8b0,20a3be8a,55b961f5,cbeae65a,0cf9fcb6,cb48f2d0
74c98668,4cd251de,9e45c8de,bb9bc38d,81cca2de,79052377,da4d4ade,f01fe077
060dfca2,0315c30c,1f12a465,5f45663a,07cf80fc,9b46e5a4,1b1ae4c5,9f06a794
727c51f3,9ec8385d,a4084d44,7a7f0500,35ff7d45,0fcc6f5b,863c0c54,25fb6a5b
9b1d882e,2ce39eb0,e5cd59ec,fc684983,e21d09cc,a6f25c34,6fd1d9c0,6a9a5d34
974e7460,0c7a2e7f,4d986d06,67c1c55c,49785bd5,bf2ca6e2,489a1926,fa2ce3ea
0782fe7a,1ddcb4c5,58c36163,9479aa06,b258043a,6c0bfb2c,5f43d119,e80b5b2a
98cee990,18bdec0e,e062efa4,4f19cd08,40aa1c8c,f6a4cf9a,f8640f24,beb50f9a
2ae068eb,4b55a845,02fb648a,7fd7fb5f,9d4dbd29,a41b40e8,00fb64e2,f20b51a4
4ee337c0,63dfb668,5cf759a1,74a720d4,c28d2a40,edcbfbcd,5cb54da1,cdc9fbcd
986bcc45,71645513,c49c6bc2,6273dc5c,6f430af5,449890e8,dcbf2786,46bbccac
bf682ea7,b2c77325,c008a5c3,525e5810,d59ca6a4,2ff19526,e740a142,6dabc526
cb832a46,6a06f003,4ec5d741,63248efa,6bb5662f,d9e5ffb3,4f46d545,d8c5799b
d539ab4f,e4aa959d,1e185589,1f68bf3a,82d55f2d,b3ea5767,5a21df89,b582dd57
45f20c1a,1b237e7e,012fe80b,4115790d,7d167e93,5e688614,451fe803,1e7d8619
5ea15c31,d87ce0cd,2b02486f,92d56a2a,2cb93233,36475218,7f83185f,a6821032
40a177c5,1e296364,6eac7af2,6ad4b318,fe9ee55a,a25945e6,2e0d7cf6,c2cdc7fe
6918e877,0df32a52,3fb84ccb,b2398ccd,5ad7c9dc,4504f10c,7eb8accd,57247180
d11e2d6e,87d23312,1a1cd134,576e80b5,2ad3f618,5ffe54a5,9b1cd43e,5afed4a5
ab770f0a,0f79858e,46aa4c64,69d1fa73,f5b88663,db0abe2f,eceb4f6c,b3cbbc4e
4c777ad0,1b75969d,4f46f944,c9df8390,bd973312,3c3bdb1c,4b24d9c4,bcf95a9c
61ce4393,f577bde0,a9d4d0d7,83cb7f53,9406e0ca,75b1ade3,c89491d5,74f0f0e1
77972d17,630d77d8,be45d44f,2b42714b,d8015354,b316ec43,8d41f04b,9816cc4b
5d9d9780,8030a3fc,991e500d,5890767b,81bad0f0,cca9fca1,9896430d,cc298ea9
9100e510,689356fc,acef2a5e,920785fb,f0d888d6,3d902df2,3cefee5e,ad93a9d8
5a93c355,5ecf6832,5e454c7c,409c36fc,94b5d20a,190c1f0b,1457ce6c,59142d33
419ff563,7ae645f9,b5e89256,5c16f300,06fe4038,7e05a88b,f5f09717,2215a98b
6f55fbaa,cbb4790f,7c5a2ff2,ba2206ff,124a0c3c,8e994bff,350e5ed0,16bb4fcc
daef1290,8e284527,e60d707b,dbd44edd,2a95e72b,ef7761fd,66a0727b,6fe363f1
6f2498fa,c6bf9f50,7db7063e,c10058ed,ea52edc0,fc3e6dd5,519316ae,fc3e3d55
d1611103,31597355,cc956205,dc7c4184,e7f68b84,cd38893e,1cb47204,1914c9be
ba6a334f,6acb19a1,05642f4a,ff3559d6,06d076c6,b3ce1a72,2d6e0c0d,dfdf5334
aaf09c08,a887e9bf,499ca160,8667f7a7,70e55b8e,8f18657f,c1fc3160,0f7ad75e
eb2e050b,d8228b18,8708f092,7ff0eba6,78a3324c,5be2e31f,2708f192,7b624a1b
5de2f969,a66cacbb,21d37ce9,7ede69e1,cdbc7c31,a4064614,6813ace1,ced60694
54ec71ca,39b7e964,d9bdcd84,74be4655,138227dc,5e113a1f,d9998d0c,7e257c0f
3484f47d,9b5e6766,af7eec3e,331c1b14,b58fa536,4a02624e,8bfe2c6e,6812605e
60911da1,46eda973,273c3339,d023c4c2,dac7db7a,86045c79,273c2338,16261c79
5c03fd6c,000e2ba8,b1009c04,93f463b3,bc854569,23d0f6bd,ad03f044,b350943c
55281602,f91baf7a,459b2d9c,14bde747,942763ce,ab16dbca,00b3299c,af2a1fce
97416c61,14bee805,e5f45f5d,5881e96c,e8b45a91,215b6900,71f47f5d,795bc904
fa424af1,ee9a8062,ed3c80a9,eb6580cb,9e3e9e03,ca3fcf21,9d3c8ac8,aa1bcf60
14ef6e25,85f6f0b5,f9f685b0,80eab4c7,50ce0aec,aa973d3b,eddeefb1,2abf8d7a
088732f9,b266ed5b,a7ca2a76,f24057a2,fd2583b7,f33eb506,afc9089e,b17ef3a6
ea973bea,8437d088,c34b82c2,7d6ffe88,16e08306,556e035a,41dc9148,452951d2
ecb82db5,28b8879f,233da2a5,c31ed325,247c089a,2173eaee,2fbdafa0,217769eb
b9076c7f,7b5d0cbb,bb929abc,b21d8483,2f75b522,2158366d,ab92b2a5,3150b6ec
0b5e61c9,4ff09f9e,d62dde16,3bc9c648,51012c69,607a78f1,dc7dffd7,7abbfab1
edd8ce6a,91969b17,1442bb6d,a1696208,38c607f9,11dea5db,bd123707,b09ea5d3
89c21a27,c9890b88,559351ad,0f533561,26d0fec1,74dfd818,dcd341ac,7b8eed59
3d7e3b07,5d915d27,72c6ddf2,f5abe69a,fdc4e0cd,225caddf,5292e4f0,825d0955
5f8bca18,01cb20fc,be19d6cd,6a58a0c7,3970d9d8,fd4918ce,a6921ecd,d551b8ca
f1984900,fd9c7b9d,a3d30107,0cbd1853,05625ea6,387dd7f1,534b0007,30c1d7e2
f3b13049,3e4eb1cb,219e63a8,df03f3d6,45292973,885b5fd2,52bf73a0,d358cf42
7e5a6e37,03a0ecb9,58f46ed7,8eeba47a,a98aa3ce,0c60a99c,72fe20e0,864aadee
eb39d76c,c2857273,d5da6de2,5c6e6f29,05eb15f7,fb2e3e8f,16f22ae6,bf40598f
54723fc2,9069dc41,ff7e624f,8f766459,43962b36,b9663480,af0c550d,3a1050d1
40e2433d,8403d29c,96c38c1a,0074bbbd,1526e4ca,0b4fb173,96e38e0e,0b6b8367
34aec054,8b3a644c,834474e7,4b6c33dd,8a2dc606,6472f7a6,8342f4a7,6576d5ee
95a9bd01,fbf3d9d9,0cef4894,53d985fb,14fd5062,32218d26,89e7c195,71290c9d
08cf96fd,4feaf897,915b985d,2254b890,a503b522,61ab3901,99929ce8,43eb3191
1ed2b6e3,fbe6c7be,9e8c2d39,0badc574,2a8ca78c,f58bd30d,8ece0d1b,f4a3933d
e4c3a5c4,ded3c348,a15d9930,cd8809b2,a82e4761,1b3704a6,c59c1d30,5fbf0486
95ad5f64,13cb9d1e,06ca9790,cb868b9a,a4faceff,b225be18,93ebc4f0,3125bd98
8e83c6fe,188a88ae,fe5d3f02,a1b24589,2cf88688,b817e817,fa5f3924,9825ec17
0c1387bd,07884066,2634530c,0afbbc8b,d3374a41,996bba15,22275129,99d0b216
