a0,a1,r,c0,c1,expected_value
6b8df0ef,b5dc5c96,f87db402,93f044ed,4da1e894,de51ac79
132493ca,be2a178f,ddd65c7e,cef2cfb4,63fc4bf1,ad0e8445
a23b8ec0,a48c6fd2,974f631a,3574edda,33c30cc8,06b7e112
a00cf11f,a6e4c611,354837df,9544c6c0,93acf1ce,06e8370e
22b58a7d,20a0b761,d4f5b81b,f6403266,f4550f7a,02153d1c
3572385e,ee0a8d18,e3cb7352,d6b94b0c,0dc1fe4a,db78b546
a70b4fa7,52a6cb8c,cfb50cd9,68be437e,9d13c755,f5ad842b
f2959a19,e6b619f6,4a943082,b801aa9b,ac222974,142383ef
1bd07d75,8e4db20b,890befef,92db929a,07465de4,959dcf7e
fc4b635b,b97f62d3,930f1758,6f447403,2a70758b,45340188
c67ed7d4,aaea5a63,06bddf83,c0c30857,ac5785e0,6c948db7
4e3dce79,c4ed8288,5bf2f5f3,15cf3b8a,9f1f777b,8ad04cf1
27be7b57,4e86be7c,4c6edb06,6bd0a051,02e8657a,6938c52b
27965e08,ef9f3662,d8af9da1,ff39c3a9,3730abc3,c809686a
fc9faa8e,12b8a851,0be59844,f77a32ca,195d3015,ee2702df
5fb4b02e,241eb5ac,a7199ca5,f8ad2c8b,83072909,7baa0582
70948cee,fef5ee16,a29d54ec,d209d802,5c68bafa,8e6162f8
612a89e1,3b27721d,79c0c059,18ea49b8,42e7b244,5a0dfbfc
6eb67245,329b3ce7,49899d04,273fef41,7b12a1e3,5c2d4ea2
2f807976,2ae0377f,46666aa8,69e613de,6c865dd7,05604e09
6c201f32,eaeccf7c,0708e966,6b28f654,ede4261a,86ccd04e
99384cdc,3e720533,b03241a8,290a0d74,8e40449b,a74a49ef
7c94c6fc,e2afc253,1dd8e5b2,614c234e,ff7727e1,9e3b04af
f4997ece,a3f9bfb2,8579da3d,71e0a4f3,2680658f,5760c17c
68c1c0e3,70a3018d,b8001d39,d0c1ddda,c8a31cb4,1862c16e
235066c0,d011b2ba,03bf19a0,20ef7f60,d3aeab1a,f341d47a
007e9ec3,686c499e,74cf7149,74b1ef8a,1ca338d7,6812d75d
70543bd8,f7e48aed,61ace2ec,11f8d934,96486801,87b0b135
2e481f02,17b4b4f4,6d065de9,434e42eb,7ab2e91d,39fcabf6
4111e5ff,eb3e070a,cdfc2999,8cedcc66,26c22e93,aa2fe2f5
2a590911,8f2c9cae,95f34560,bfaa4c71,1adfd9ce,a57595bf
b1050dbf,9756f0aa,2d245eb6,9c215309,ba72ae1c,2653fd15
952df8aa,d619a6ff,a1702851,345dd0fb,77698eae,43345e55
3701f0ef,f8acfb05,5cce946f,6bcf6480,a4626f6a,cfad0bea
999e537a,4d742909,4c44edee,d5dabe94,0130c4e7,d4ea7a73
d35bc1ca,83004989,9b1b83c0,4840420a,181bca49,505b8843
49e44cdb,7b2ff336,cb7a11c5,829e5d1e,b055e2f3,32cbbfed
ed5a200f,bbe7d75f,2f89195e,c2d33951,946ece01,56bdf750
f18b5818,dc8ffb6f,13564e46,e2dd165e,cfd9b529,2d04a377
508e99b1,2b866a34,dadf183c,8a51818d,f1597208,7b08f385
55aba1d7,50cee50a,f039cc22,a5926df5,a0f72928,056544dd
c61e30fe,f870e774,eb82101a,2d9c20e4,13f2f76e,3e6ed78a
653ff37f,9444e3e3,4ce3db8c,29dc28f3,d8a7386f,f17b109c
4df0bd66,acd53a58,5e3fe616,13cf5b70,f2eadc4e,e125873e
e2fdec26,8882d38d,30909985,d26d75a3,b8124a08,6a7f3fab
7ff2ada8,85726daa,5eae3ab5,215c971d,dbdc571f,fa80c002
25cc60cd,bdcfdc01,afa5b36b,8a69d3a6,126a6f6a,9803bccc
7cd08758,339f6653,b6cef421,ca1e7379,85519272,4f4fe10b
35b795f3,55195acd,2f4ad7a6,1afd4255,7a538d6b,60aecf3e
c5f61a6b,66af498c,c7452174,02b33b1f,a1ea68f8,a35953e7
70d3aa5b,cc02fdbe,0944ff65,7997553e,c54602db,bcd157e5
35cc1502,085d1991,2a7bd68b,1fb7c389,2226cf1a,3d910c93
39c43c2f,72ab391d,d8ea71d1,e12e4dfe,aa4148cc,4b6f0532
6ab4dcf2,174c8922,7254c89c,18e0146e,651841be,7df855d0
09f0bc56,f6d50fed,4d3d79b5,44cdc5e3,bbe87658,ff25b3bb
b2d23001,692aca69,326f1609,80bd2608,5b45dc60,dbf8fa68
81c12437,799e8ff6,eb87d025,6a46f412,92195fd3,f85fabc1
0ecada44,704e1479,177b7ce4,19b1a6a0,6735689d,7e84ce3d
e6e99dd8,f49539a4,a7be001e,41579dc6,532b39ba,127ca47c
c2c77a02,59529182,94788722,56bffd20,cd2a16a0,9b95eb80
e9fa14c8,534a2d43,1abd00a1,f3471469,49f72de2,bab0398b
93483486,9c27b4ba,0caaa66d,9fe292eb,908d12d7,0f6f803c
ccf945e6,bf55fefb,f50eebff,39f7ae19,4a5b1504,73acbb1d
ad9c683f,7ac5a73b,9255fcdc,3fc994e3,e8905be7,d759cf04
8fa46107,341aa5dc,9d3c6b9b,12980a9c,a926ce47,bbbec4db
234ab909,7cd4efe3,3068629b,1322db92,4cbc8d78,5f9e56ea
540131d5,655d62db,aee908a8,fae8397d,cbb46a73,315c530e
68f199c2,98f188bf,c1a5506c,a954c9ae,5954d8d3,f000117d
85e2ce9d,a111917d,1b5c4370,9ebe8ded,ba4dd20d,24f35fe0
116b60e7,f72f4b6c,5ef581ab,4f9ee14c,a9dacac7,e6442b8b
f95b3a8a,51cf2f72,b48f0270,4dd438fa,e5402d02,a89415f8
ebd2521d,7ff0573f,0eb82efb,e56a7ce6,714879c4,94220522
63232bea,853f63ce,01d29325,62f1b8cf,84edf0eb,e61c4824
8c462915,94dbd3a5,03f2b894,8fb49181,97296b31,189dfab0
5bd4d583,cd38d7a1,c661e5d1,9db53052,0b593270,96ec0222
6b0e6fd0,816ec78d,d78bba1c,bc85d5cc,56e57d91,ea60a85d
3ddba763,51ed1214,9790fb70,aa4b5c13,c67de964,6c36b577
b6eaaaaf,e1173ce9,5ea16aff,e84bc050,bfb65616,57fd9646
98709109,0dc72b81,9b42d02c,03324125,9685fbad,95b7ba88
c2d8538a,3444d7fd,46c36df6,841b3e7c,7287ba0b,f69c8477
7ba615ff,fef43363,727c8c29,09da99d6,8c88bf4a,8552269c
5590d672,d59a58be,fb76543f,aee6824d,2eec0c81,800a8ecc
b5061d5f,25a2036e,9caec878,29a8d527,b90ccb16,90a41e31
5f6db12c,89a762c5,4e6a6706,1107d62a,c7cd05c3,d6cad3e9
ded722a6,ef00310b,aa9c1537,744b3791,459c243c,31d713ad
025cd863,2f8a9baa,7af084e6,78ac5c85,557a1f4c,2dd643c9
479ac769,3f81fe54,484d5c16,0fd79b7f,77cca242,781b393d
dfd221aa,2217b4cf,d6f93aa8,092b1b02,f4ee8e67,fdc59565
8c449618,176827dd,55366ead,d972f8b5,425e4970,9b2cb1c5
2b6bd709,7e747915,5c983d3f,77f3ea36,22ec442a,551fae1c
16c97fab,ad63c216,91f7aaa8,873ed503,3c9468be,bbaabdbd
763673c8,ec62dc7d,faab77ff,8c9d0437,16c9ab82,9a54afb5
271ee00d,077151d3,4301b5d0,641f55dd,4470e403,206fb1de
4c272a8e,42651db3,d9ff6108,95d84b86,9b9a7cbb,0e42373d
29184b28,de5e683f,f09c1110,d9845a38,2ec2792f,f7462317
9678406f,3b82deb4,f7cdd7c6,61b597a9,cc4f0972,adfa9edb
9992b313,cc9d28d7,44250c72,ddb7bf61,88b824a5,550f9bc4
637c717e,8a40ef95,f818b6a9,9b64c7d7,7258593c,e93c9eeb
afbdeaf7,e5efa17d,9fde15bd,3063ff4a,7a31b4c0,4a524b8a
432f7a1b,33c5c36a,db8f09c4,98a073df,e84acaae,70eab971
719fb6fe,8c5e208a,091a11ed,7885a713,85443167,fdc19674
df2fb9ab,4aa4c830,67636111,b84cd8ba,2dc7a921,958b719b
27be4f73,6d668b55,2ec87ba7,097634d4,43aef0f2,4ad8c426
c0b50b42,70c6d987,542fb12d,949aba6f,24e968aa,b073d2c5
acabffc5,04f7fc1e,25e3eb10,894814d5,2114170e,a85c03db
9ab7dd47,2fc1e476,87adae60,1d1a7327,a86c4a16,b5763931
d6336331,2a5ee1e4,1c74250b,ca47463a,362ac4ef,fc6d82d5
d18d8ed0,0b01a505,10ac49e5,c121c735,1badece0,da8c2bd5
66cd9cae,08ada3e8,2682f5a4,404f690a,2e2f564c,6e603f46
82897a78,3b0aca49,fe2c6164,7ca51b1c,c526ab2d,b983b031
56e1c234,f78c847e,04418717,52a04523,f3cd0369,a16d464a
0f46b7fe,3888be49,7c07b4e4,7341031a,448f0aad,37ce09b7
d1dfff02,1d526294,635cd855,b2832757,7e0ebac1,cc8d9d96
e31faf00,82f0520c,f1b22b6d,12ad846d,73427961,61effd0c
dbe5a649,b7ee5d99,e722bf76,3cc7193f,50cce2ef,6c0bfbd0
e40a3825,337d921d,2041b192,c44b89b7,133c238f,d777aa38
3366a86a,f15f4607,2f5a784f,1c3cd025,de053e48,c239ee6d
56ff4144,f864f96d,9afa13c4,cc055280,629eeaa9,ae9bb829
4bd13263,a876c0f5,91e0eb54,da31d937,39962ba1,e3a7f296
8b1d97a0,f1629a78,5c4bca96,d7565d36,ad2950ee,7a7f0dd8
14b61f1f,54d86536,539cf246,472aed59,07449770,406e7a29
1daed43b,881d4b84,6a44d5d4,77ea01ef,e2599e50,95b39fbf
a40ccd5a,ec350a0c,a8124bfd,0c1e86a7,442741f1,4839c756
f741d804,77bc1305,95a2151f,62e3cd1b,e21e061a,80fdcb01
04d2d42e,8dc82d4e,0eadb76b,0a7f6345,83659a25,891af960
4b7274c6,b839f477,c114a8ab,8a66dc6d,792d5cdc,f34b80b1
f6f76df5,86f9f2c3,7264517d,84933c88,f49da3be,700e9f36
50183c98,86203baf,c1670b02,917f379a,474730ad,d6380737
0a173a5d,2bc3d65e,239ac33c,298df961,08591562,21d4ec03
85c9a81a,9051e5b9,94e27624,112bde3e,04b3939d,15984da3
4f8ead18,cc769183,09348145,46ba2c5d,c54210c6,83f83c9b
6856b149,cb4be055,a1f591a4,c9a320ed,6abe71f1,a31d511c
c13edccb,381b3065,425f3b60,8361e7ab,7a440b05,f925ecae
c2709a39,e08edbd5,7f2c6dd1,bd5cf7e8,9fa2b604,22fe41ec
3a74491a,cf2dedb8,a1030585,9b774c9f,6e2ee83d,f559a4a2
d12b5e78,f7296999,94c42670,45ef7808,63ed4fe9,260237e1
4e125ca1,5ab3a528,8549f601,cb5baaa0,dffa5329,14a1f989
5583d0d6,12947dec,d5b25312,803183c4,c7262efe,4717ad3a
6ba75e22,ab44cab0,90542696,fbf378b4,3b10ec26,c0e39492
077b8fda,22206c6b,256119d3,221a9609,074175b8,255be3b1
f321ac09,6d4a0105,f9f7c5ac,0ad669a5,94bdc4a9,9e6bad0c
82227f70,0d11e224,ca5e3fee,487c409e,c74fddca,8f339d54
b0d6d207,45bdac5a,d1d3b400,61056607,946e185a,f56b7e5d
bc154f95,c24b146b,4f153d7e,f30072eb,8d5e2915,7e5e5bfe
34ed9302,a83162e9,14fa4ae4,2017d9e6,bccb280d,9cdcf1eb
3edb1e72,808a65d6,c22681de,fcfd9fac,42ace408,be517ba4
074cc1cf,d97aa599,0d8f6ca2,0ac3ad6d,d4f5c93b,de366456
0b12aa7a,42f575c2,81ceff94,8adc55ee,c33b8a56,49e7dfb8
12f8bb48,d3c8a155,11d901c1,0321ba89,c211a094,c1301a1d
c4d164b2,e32fa989,fdcd4839,391c2c8b,1ee2e1b0,27fecd3b
49b8c01c,98ce51c7,a2262c31,eb9eec2d,3ae87df6,d17691db
67576dc0,fdc4633b,1acea2eb,7d99cf2b,e70ac1d0,9a930efb
1daf39f4,deda1752,352b1b10,288422e4,ebf10c42,c3752ea6
6acc4a2d,5319956e,f75e8aba,9d92c097,a4471fd4,39d5df43
0c93dccd,481b18c3,f2fcc0dd,fe6f1c10,bae7d81e,4488c40e
2fa38ea9,0751d9e5,881c55f3,a7bfdb5a,8f4d8c16,28f2574c
18cb6392,9ffca511,a9c2696b,b1090af9,363ecc7a,8737c683
8c0f789c,9422506c,63b5992b,efbae1b7,f797c947,182d28f0
dc67dadb,c00299b7,def976e9,029eac32,1efbef5e,1c65436c
151edb26,2c50ea9a,40418d46,555f5660,6c1167dc,394e31bc
31dfb0a5,b04f727d,e1f8b4a4,d0270401,51b7c6d9,8190c2d8
7056505f,ac4ab31c,0498ea12,74ceba4d,a8d2590e,dc1ce343
134b768c,c1d4ecf4,72ecc21c,61a7b490,b3382ee8,d29f9a78
4f465a4a,982bf9e2,167616fc,59304cb6,8e5def1e,d76da3a8
87e2c5d1,c324e74a,54f9af7c,d31b6aad,97dd4836,44c6229b
f5b0b25b,5a2ec117,4ae0622a,bf50d071,10cea33d,af9e734c
78397a62,ebd781b8,780bff9f,003285fd,93dc7e27,93eefbda
48b33a28,f670cf98,764db9a4,3efe838c,803d763c,bec3f5b0
25201a79,c9268163,e4412db7,c16137ce,2d67acd4,ec069b1a
bc7bde4c,96693d86,9c660baf,201dd5e3,0a0f3629,2a12e3ca
070f8a48,052fecf9,af5636c2,a859bc8a,aa79da3b,022066b1
88d33a45,894127e2,6d0d36a0,e5de0ce5,e44c1142,01921da7
2df8fbc7,0fe22394,af687f88,8290844f,a08a5c1c,221ad853
bc4ab1cc,8c787270,c9efe27f,75a553b3,4597900f,3032c3bc
f0c0815f,83d2d661,1e5008ea,ee9089b5,9d82de8b,7312573e
1132a121,63175ddd,b7c2c3f9,a6f062d8,d4d59e24,7225fcfc
32a2c8ae,4e16a7b3,43bfb087,711d7829,0da91734,7cb46f1d
551ff11d,ec277d42,581ec768,0d013675,b439ba2a,b9388c5f
43714ddb,296b10c6,7453ef23,3722a2f8,5d38ffe5,6a1a5d1d
0c2de122,60092965,d94323a0,d56ec282,b94a0ac5,6c24c847
8a64be40,5a6f2121,70d6783e,fab2c67e,2ab9591f,d00b9f61
6a2bd20f,e4fbedcd,d32e7dd8,b905afd7,37d59015,8ed03fc2
ab7ea7fe,83fa09c4,f8cf7318,53b1d4e6,7b357adc,2884ae3a
852bbad4,9c681b0d,ae1fe637,2b345ce3,3277fd3a,1943a1d9
39a9ab05,bd079be8,06c2ebf6,3f6b40f3,bbc5701e,84ae30ed
676752e0,685da974,d6a573c8,b1c22128,bef8dabc,0f3afb94
f90fb7a5,cef1cca5,37895a0e,ce86edab,f97896ab,37fe7b00
d1f05bfd,485318df,f8287715,29d82ce8,b07b6fca,99a34322
2e114aa7,25445c06,b9025b0a,971311ad,9c46070c,0b5516a1
6c37be7f,35b53590,bb3f1a9d,d708a4e2,8e8a2f0d,59828bef
f6cee976,06b7417d,18e5d2ce,ee2b3bb8,1e5293b3,f079a80b
7e220f55,dc190173,b050816c,ce728e39,6c49801f,a23b0e26
de67cb9d,43d0e4c8,e1890aac,3feec131,a259ee64,9db72f55
788496fc,577787df,d6b0519b,ae34c767,81c7d644,2ff31123
1d3d8095,3d917f2a,2c2dd78a,3110571f,11bca8a0,20acffbf
8cd5a657,46fa19a6,0920a033,85f50664,4fdab995,ca2fbff1
07521f6b,80f5d98f,8df89d90,8aaa82fb,0d0d441f,87a7c6e4
f17ca866,a2d8fa0b,934f1b77,6233b311,3197e17c,53a4526d
bb895dea,1510a16f,dae76e17,616e33fd,cff7cf78,ae99fc85
6c3a0481,b575da82,0bd7e10e,67ede58f,bea23b8c,d94fde03
7b78e986,a127796b,2a9ef683,51e61f05,8bb98fe8,da5f90ed
de470e24,5c0a74af,3698274c,e8df2968,6a9253e3,824d7a8b
3a83d4ad,488df70b,c1c6704f,fb45a4e2,894b8744,720e23a6
1022ffc6,f112d753,77725851,6750a797,86608f02,e1302895
5f2e7929,9b261c6e,3a8dd01a,65a3a933,a1abcc74,c4086547
36d63971,4df8d1bc,b2901633,84462f42,ff68c78f,7b2ee8cd
6ad05f5f,28c47ae7,8dbf50c5,e76f0f9a,a57b2a22,421425b8
a1c3423d,d88237a7,155cc89c,b49f8aa1,cddeff3b,7941759a
eb5ab14c,51c10a80,1605512c,fd5fe060,47c45bac,ba9bbbcc
7208c236,4292e2b2,6c889e02,1e805c34,2e1a7cb0,309a2084
1657e4de,8a8b690a,c885a4d4,ded2400a,420ecdde,9cdc8dd4
25c697bf,02431fd7,3ec360b4,1b05f70b,3c807f63,27858868
ecd1a754,99507e14,cf6d7925,23bcde71,563d0731,7581d940
44d2c2f9,2f62753f,96343e7d,d2e6fc84,b9564b42,6bb0b7c6
b2bcca1c,e7163c95,58b3b33f,ea0f7923,bfa58faa,55aaf689
ed30ae0b,f1e5c168,45f3fc3d,a8c35236,b4163d55,1cd56f63
88789485,e37eb9d1,4a120651,c26a92d4,a96cbf80,6b062d54
7c9aac49,f935ee39,5101a997,2d9b05de,a83447ae,85af4270
f9eb7a2a,ff218ce3,3344ff3a,caaf8510,cc6573d9,06caf6c9
77ee7952,8f0d1d3f,d1016a6c,a6ef133e,5e0c7753,f8e3646d
06629f9a,cdfde8a2,01a1631a,07c3fc80,cc5c8bb8,cb9f7738
3f7958e1,51a3107a,4b8b506a,74f2088b,1a284010,6eda489b
f8fe330e,0b72ad03,1580aeff,ed7e9df1,1ef203fc,f38c9e0d
b5afcbc8,4aadba74,74fafa6d,c15531a5,3e574019,ff0271bc
e675d966,51dd9f25,43844572,a5f19c14,1259da57,b7a84643
be1335ac,bb98cbb1,5d4189d6,e352bc7a,e6d94267,058bfe1d
7b84143c,15164a87,82659d0e,f9e18932,9773d789,6e925ebb
0bdf119e,adec0bb2,aefb1bbc,a5240a22,0317100e,a6331a2c
a462f796,3ba445e1,6b365b9a,cf54ac0c,50921e7b,9fc6b277
8ac3af8f,00ece884,a1501a58,2b93b5d7,a1bcf2dc,8a2f470b
3cc2c489,6a11a684,c658b86a,fa9a7ce3,ac491eee,56d3620d
511b8398,57553219,75fd8176,24e602ee,22a8b36f,064eb181
a891ba11,2041eb9e,12b06d39,ba21d728,32f186a7,88d0518f
53e05a0a,8bb95e4f,ad5069b1,feb033bb,26e937fe,d8590445
ff9a2b9a,a340c33a,f38a756c,0c105ef6,50cab656,5cdae8a0
50183e4b,02533408,60c78aab,30dfb4e0,6294bea3,524b0a43
e9368da6,6f4c4914,fb8ac4b5,12bc4913,94c68da1,867ac4b2
57e9171f,52821e2e,9e9940b2,c97057ad,cc1b5e9c,056b0931
2471f36f,c9178ca5,192677e4,3d57848b,d031fb41,ed667fca
bd65e7ce,2e916ffa,99f9a1ae,249c4660,b768ce54,93f48834
bb8b99d4,9550be50,525b0cf6,e9d09522,c70bb2a6,2edb2784
1601f90b,a6bd98da,74e4f3d2,62e50ad9,d2596b08,b0bc61d1
596aa53d,0d7e807d,f03c7ecc,a956dbf1,fd42feb1,54142540
03f2b61c,1521327c,2f2fca62,2cdd7c7e,3a0ef81e,16d38460
6db9d6b3,f8205fe2,ced76e42,a36eb8f1,36f731a0,95998951
8dce7b75,640844a3,68163f33,e5d84446,0c1e7b90,e9c63fd6
0e4ccc4e,b003109e,d0420e28,de0ec266,60411eb6,be4fdcd0
5f3f3757,cf808986,daa0110f,859f2658,15209889,90bfbed1
8f211778,084da757,0b4e35b8,846f22c0,030392ef,876cb02f
987a43c4,acd8d2cf,e276a9a3,7a0cea67,4eae7b6c,34a2910b
14b4ac41,973936a3,e9accc8b,fd1860ca,7e95fa28,838d9ae2
8d6497b7,b6497f17,af5fd494,223b4323,1916ab83,3b2de8a0
63c69d51,abff8807,04dc7c0e,671ae15f,af23f409,c8391556
8deeab82,a0117f2d,106fd50a,9d817e88,b07eaa27,2dffd4af
28ef60d7,f1d32282,ee668c86,c689ec51,1fb5ae04,d93c4255
f76994e7,4a7dda6f,c168454c,3601d1ab,8b159f23,bd144e88
680e1ff5,2ac41d80,321f9409,5a118bfc,18db8989,42ca0275
befaafd7,0f321e84,46ee7e6d,f814d1ba,49dc60e9,b1c8b153
213c6baa,d2524a25,794460fe,58780b54,ab162adb,f36e218f
c6a234b5,4612c237,0b917e6d,cd334ad8,4d83bc5a,80b0f682
babf451d,a9d06e4e,72c7d42e,c8789133,db17ba60,136f2b53
69f5f326,a9a7264c,619dc614,08683532,c83ae058,c052d56a
df0890be,1679db8f,8f3e4f54,5036dfea,994794db,c9714b31
50b98b7d,597623c2,32a8fe6a,62117517,6bdedda8,09cfa8bf
aa0f735c,4c4aa23a,28026b40,820d181c,6448c97a,e645d166
9458015e,9c5ce358,2b4dc1ee,bf15c0b0,b71122b6,0804e206
edddf9a7,c70b78c4,4fbfaaab,a262530c,88b4d26f,2ad68163
5a651687,dfde13d8,dbf2256a,819733ed,042c36b2,85bb055f
05d3adc0,2a9ebaee,d5b275d2,d061d812,ff2ccf3c,2f4d172e
eaa82db1,8c8bb13f,ec6533af,06cd1e1e,60ee8290,66239c8e
fcd53b25,68b055ba,e20fc84d,1edaf368,8abf9df7,94656e9f
2e556a81,71b7b73b,f076ef1c,de23859d,81c15827,5fe2ddba
0e2e9ad4,cb419f54,798a533f,77a4c9eb,b2cbcc6b,c56f0580
09f79d2b,50411cb4,87acd5c9,8e5b48e2,d7edc97d,59b6819f
2002a5a4,cf406b3e,f5179eb5,d5153b11,3a57f58b,ef42ce9a
30472c4f,4893b5d4,ca1aeb6c,fa5dc723,82895eb8,78d4999b
9f91c61a,28de4849,f7d86e14,6849a80e,df06265d,b74f8e53
2864db27,32183dae,8f9b4e85,a7ff95a2,bd83732b,1a7ce689
226fc53a,bb5f8d80,3779da24,15161f1e,8c2657a4,993048ba
1798da50,9131022b,467fae6c,51e7743c,d74eac47,86a9d87b
5e018c27,c2d0d3e5,647e29d9,3a7fa5fe,a6aefa3c,9cd15fc2
e3ded0f5,a7c35753,90d088ad,730e5858,3713dffe,441d87a6
4b0109a1,a1a781a7,d11fd50a,9a1edcab,70b854ad,eaa68806
6df01c90,044676a5,529fbb3e,3f6fa7ae,56d9cd9b,69b66a35
2566ad5e,9cca39d5,59c8ee0c,7cae4352,c502d7d9,b9ac948b
5e379b84,f69f73ec,265ad617,786d4d93,d0c5a5fb,a8a8e868
f6410b09,92a9f421,95201251,63611958,0789e670,64e8ff28
3ffd9187,5a71d63b,c95a3b74,f6a7aaf3,932bed4f,658c47bc
d3ca8a14,f70e12e6,9c6fd0dd,4fa55ac9,6b61c23b,24c498f2
6501254b,07fac2b6,a0f2d300,c5f3f64b,a70811b6,62fbe7fd
0a93d63e,6202befa,bf54a160,b5c7775e,dd561f9a,689168c4
4908b34c,3d63fd57,52cf4c61,1bc7ff2d,6facb136,746b4e1b
f20b7d60,216a6747,9b2c1197,69276cf7,ba4676d0,d3611a27
a358a086,f017d87f,9fff0928,3ca7a9ae,6fe8d157,534f78f9
7473eea4,ebf69a1d,ff55909a,8b267e3e,14a30a87,9f8574b9
e7731ccc,0b3a9ee9,be708b5a,59039796,b54a15b3,ec498225
9c10cc1a,cf901566,911ac950,0d0a054a,5e8adc36,5380d97c
36b11afa,2dd978b2,830b61f6,b5ba7b0c,aed21944,1b686248
793014b4,93f45d48,9a37c64c,e307d2f8,09c39b04,eac449fc
9e3d85a2,b0281ab3,d630d112,480d54b0,6618cba1,2e159f11
152c07de,4c20d013,1874147f,0d5813a1,5454c46c,590cd7cd
ade80038,d8737ee1,d259477c,7fb14744,0a2a399d,759b7ed9
7704c09e,d07cf2d3,cc409b88,bb445b16,1c3c695b,a778324d
689847c5,65a52478,bcc1138c,d4595449,d96437f4,0d3d63bd
65d4a385,e6728ab6,4747e07e,229343fb,a1356ac8,83a62933
1e703da8,f7889730,df2058fd,c1506555,28a8cfcd,e9f8aa98
48056382,63e04de8,30221abe,7827793c,53c25756,2be52e6a
39e98abb,72e976e0,b747b9a1,8eae331a,c5aecf41,4b00fc5b
f85c4c5e,a5d501f5,0e42471b,f61e0b45,ab9746ee,5d894dab
916ae4be,8c5bcdd7,567fd2e4,c715365a,da241f33,1d312969
7dcd68d6,aee37f7c,d111fa7e,acdc92a8,7ff28502,d32e17aa
8ff5183a,833169c5,74ba5972,fb4f4148,f78b30b7,0cc471ff
ff4a2e0d,d054f23f,3f78884e,c032a643,ef2c7a71,2f1edc32
42be592b,109a317e,4cd54f58,0e6b1673,5c4f7e26,52246855
404972c2,72c6acde,377ac199,7733b35b,45bc6d47,328fde1c
db18d03a,bec4ff06,3cd01fcc,e7c8cff6,8214e0ca,65dc2f3c
e64622b4,e03e8a24,d92b532c,3f6d7198,3915d908,0678a890
7ce0ccc8,3e1e0292,c11b09e7,bdfbc52f,ff050b75,42fece5a
b320632d,e26d989b,58a8d31d,eb88b030,bac54b86,514dfbb6
b482afa8,9930be1e,d566b537,61e41a9f,4c560b29,2db211b6
c6211282,6831073a,8188e247,47a9f0c5,e9b9e57d,ae1015b8
fb5c762e,8cc8b88d,e0a213ad,1bfe6583,6c6aab20,7794cea3
12bbcdc8,4891938a,f77ca15d,e5c76c95,bfed32d7,5a2a5e42
20fb98f0,1f4d497c,a1c19710,813a0fe0,be8cde6c,3fb6d18c
f67431f1,99c8b9dc,d56e3375,231a0284,4ca68aa9,6fbc882d
474003da,e0583a5c,81aec9c5,c6eeca1f,61f6f399,a7183986
aa1fa1d7,8367f8af,9104e695,3b1b4742,12631e3a,29785978
6ec7c76d,8a668751,55c44401,3b03836c,dfa2c350,e4a1403c
771c5276,200a0e2b,3c85ba70,4b99e806,1c8fb45b,57165c5d
74fa6b5f,73f90e44,505aeddf,24a08680,23a3e39b,0703651b
164e36ec,5fd3cc57,3ec42166,288a178a,6117ed31,499dfabb
6cd1ec31,33f38958,b10cd2f1,dddd3ec0,82ff5ba9,5f226569
7e2f02a4,9ece8014,ae08492f,d0274b8b,30c6c93b,e0e182b0
0f08cff6,bb3734ec,ee403518,e148faee,557701f4,b43ffb1a
f803d44f,04caf526,36d13966,ced2ed29,321bcc40,fcc92169
0051f774,646b59b7,aa02e95e,aa531e2a,ce69b0e9,643aaec3
1665533d,4fc4ca03,57336023,4156331e,18f7aa20,59a1993e
e8094af8,f0e65b8d,979e146f,7f975e97,67784fe2,18ef1175
7e97b57b,ab8447fe,53358b30,2da23e4b,f8b1ccce,d513f285
169d0df2,47546bb9,44131f99,528e126b,03477420,51c9664b
1395123c,abca8389,be6357c2,adf645fe,15a9d44b,b85f91b5
3149112f,8e87d511,bf015a5a,8e484b75,31868f4b,bfcec43e
bcfbb5c1,540abead,13b96820,af42dde1,47b3d68d,e8f10b6c
00996fa9,ac884954,1151e632,11c8899b,bdd9af66,ac1126fd
47c1cc32,3d72d08b,da3b7b87,9dfab7b5,e749ab0c,7ab31cb9
36cbd34b,576933d3,41f6a6c8,773d7583,169f951b,61a2e098
be32286a,15d22172,7a43b986,c47191ec,6f9198f4,abe00918
22d78952,5f319901,e9b67b12,cb61f240,b687e213,7de61053
5cac570d,b1e7c88c,e640f53a,baeca237,57a73db6,ed4b9f81
64f9b92a,e3826377,329fd29a,56666bb0,d11db1ed,877bda5d
c1a1db5c,3fcca470,dffe56a0,1e5f8dfc,e032f2d0,fe6d7f2c
5485e9a4,0e6994a4,ea4eed78,becb04dc,e42779dc,5aec7d00
096a285f,7fdcca31,dbb01e30,d2da366f,a46cd401,76b6e26e
226fb300,b1e2b939,9b635b3e,b90ce83e,2a81e207,938d0a39
45bc7f52,e99bdf75,8ac684d8,cf7afb8a,635d5bad,ac27a027
100eed1b,fc43b6d0,48bd7eba,58b393a1,b4fec86a,ec4d5bcb
b7ea18f1,b460078c,f3d71fb4,443d0745,47b71838,038a1f7d
bbbcc86d,b0f9becb,73a97232,c815ba5f,c350ccf9,0b4576a6
186de92f,aa2f30d3,17d69d53,0fbb747c,bdf9ad80,b242d9fc
b1f6656c,35cb318e,4ec9f873,ff3f9d1f,7b02c9fd,843d54e2
