a0,a1,b0,b1,r,c0,c1,expected_and
31c40acc,920b6843,d15a6a3c,8acb26a4,00000055,814a6259,82cb22d1,03814088
13816981,9e71e15e,c34e63fe,cd812ece,00000055,8140008b,8d80089b,0cc00810
40606ce5,d2c92d30,9dde7ee2,6ee217d2,00000055,90884095,02a00185,92284110
c12a4dfb,57e033dd,8e81ce92,93b22627,00000055,86804e57,92822673,14026824
85041db6,f0b0889d,c0c38c6c,75d3ee00,00000055,4080847d,75908455,35100028
2d2162ba,528e6ab8,e566bfb6,18748191,00000055,65260857,18240055,7d020802
7a2ba20c,e7f55346,fc92dfe4,30d6e5d7,00000055,9c92d115,10d6e117,8c443002
4ca0d1b1,42e3f233,d6dde009,fd257d0d,00000055,06412055,0c012155,0a400100
49d579ce,68ada288,8d1953c8,b31b06ca,00000055,01185315,21180217,20005102
21c83317,02c04626,1c30847e,d29c63b3,00000055,00000465,02086164,02086501
b81d9016,78547fa2,90d59275,2393995c,00000055,80418261,00018941,80400b20
ef2e32da,3e90387a,f29f7c78,13e7604e,00000055,d09e0875,11a60055,c1380820
54b9ebb1,23a4eea4,539fa04c,914bdd4b,00000055,531d0051,11090554,42140505
46142dfe,407453e7,e0616076,0f97bf63,00000055,00606045,06003e54,06605e11
66428a50,435da2e2,71c79f21,45e92b53,00000055,21070875,05092847,240e2032
70442c90,0e252f1a,7e1d44ae,7c0d4adc,00000055,7e0100df,7c0102dd,02000202
32de62e5,2d45840b,d09a42a5,b0168408,00000055,109a42f1,1012845d,0088c6ac
263549ce,54b21f0e,3de69966,b28d9dee,00000055,30861015,32851495,02030480
c387943d,f6710f91,297b0345,6c159945,00000055,21720351,24149951,05669a00
27199fbc,98c5953b,1246b812,6eb72887,00000055,12440857,2e9408d2,3cd00085
b104e86a,5485386b,73e99fd0,6a0b11a2,00000055,61819055,60011055,01808000
f6c6bd50,05e8bc47,7e3ccb86,7541125e,00000055,722c0153,71000043,032c0110
fad2f3a1,7cf19b3e,c88c01a5,b6f14bb8,00000055,800000d0,862148cd,0621481d
c215add6,9758f30f,2487930d,d9e00b26,00000055,0405125c,51400a55,55451809
77f38fbe,84f4498f,2c90175c,39998026,00000055,20000645,31018075,11018630
abd7c876,da98f7e7,fd3fb428,8156458f,00000055,710f3455,014605d4,70493181
a568b8ea,aca78313,c1851b48,368d83c0,00000055,01851b1d,008d0395,01081888
a7f98d63,4e4d030e,8baf240e,33ef7028,00000055,89a40459,21a4007d,a8000424
2fa92440,b13800bb,65a9c90e,88a4c8dd,00000055,0481005f,8880008c,8c0100d3
47f22cdb,f800f2d2,55bc7cce,ff2fae2d,00000055,15b05c5d,bf228e5c,aa92d201
ba895c0f,53187236,6ad9d8fa,7e7ae6f9,00000055,6891086d,6810266c,00812e01
e5b5f9fb,e59266b8,7be4ad83,53502004,00000055,00248d56,00000055,00248d03
2649be36,699df70a,fd056eb3,7a6c616b,00000055,4d044865,4a44417d,07400918
bea13f61,cc59dc9c,2b68cd17,17113ac6,00000055,2268c140,12102291,3078e3d1
cd445896,bb6a75e1,b82bae8e,9d27b002,00000055,302a2c53,14262057,240c0c04
819f7a6b,e82da35a,b847fd37,e5533c76,00000055,2802d964,61121865,4910c101
f9357570,4f8d73d5,8779ad8e,09f1109e,00000055,863804d1,00b000d1,86880400
0a53697b,64fa2ce3,02fc1fcb,84db4fce,00000055,02a805dd,048945dd,06214000
7a1a0234,37ca7ba0,63f14b20,a4c7ab9e,00000055,41d04955,04c029c1,45106094
d66b67d6,13fd3253,9cddeed8,b16401ba,00000055,849444d5,810401d5,05904500
5816ffbb,72656d89,b046e55d,7154a3a8,00000055,20428045,20508275,00120230
594de27b,9f7bb1c4,1d1d5d59,7e70e499,00000055,0414514c,463040cc,42241180
952ca460,0857e0f2,a8679c0d,dd4da5a6,00000055,88630455,9d4904d7,152a0082
06950acd,dd9299c0,e225a4dc,52a70d40,00000055,c2058059,52070155,9002810c
e887ee64,b096de2a,37b6a8f2,4605c127,00000055,10102017,40010053,50112044
ba3ff533,db687d64,5c858d64,01715ec3,00000055,40058811,01510816,41548007
d1ab7377,abae0ca2,d2aca15b,00bc43da,00000055,52042104,00044385,52006281
f37dc480,9f570bbd,8cad9600,09d96cf3,00000055,0c288655,08084c64,0420ca31
bbf5fd2e,b512f7b0,9f6d2c7a,a4830b33,00000055,0e65084f,04830a47,0ae60208
1b84b060,c7bf84b6,f5f8f9c8,9255c824,00000055,d4383095,90110051,442930c4
69a4e981,7c5ac7fe,6fb18889,38bf987f,00000055,05b0085c,10be082a,150e0076
88a9961f,7421c272,50d080bf,e21353d8,00000055,50800078,e000501d,b0805065
c494ef60,458948b1,460e799a,8125b658,00000055,000c21c5,8105a605,810987c0
1d630716,fd94c652,4646af2f,93580d6e,00000055,40468151,80500111,c0168040
0e604fee,58f7e67c,a23784d2,774708c2,00000055,021780c7,560708d7,54108810
b2113af2,cc90e263,b0aede7e,15f11b6b,00000055,3080d845,14811854,2401c011
19941155,a428e275,24ed1321,b2590a5d,00000055,24ac1375,b0180255,94b41120
6191fe4d,30735ce1,4b6e53aa,0c8a2b79,00000055,416202fd,0082227d,41e02080
6f988117,5055a027,b0bfaeb0,c5dc11a6,00000055,308d2065,05cc0175,35412110
a9cd5017,d107b62d,1d57a418,24eb3c40,00000055,1842a44d,20ca2455,38888018
ed923363,781aba48,2262dfd2,d0187b52,00000055,00008957,90080957,90088000
4343197a,d0c69d6a,4a5256e5,72308c2f,00000055,02000455,12008455,10008000
62f574c3,1a8721a0,7d6e94ed,6b28e2d5,00000055,78621434,68204014,10425420
985e7b58,ec6f512d,1cfa12f4,4030b6c4,00000055,14300221,40302211,54002030
2bbf7eba,2f75da8e,6264d7e6,2f5f8bea,00000055,00408471,044a8075,040a0404
2f78f5a3,9f0beac7,90ec28de,60b9d4aa,00000055,90600811,20311475,b0511c64
7f491904,5acb9656,d7f35342,0dd57c96,00000055,05820317,05800c47,00020f50
f377af43,0ce6e097,dbe5e3e1,c36f7344,00000055,db814395,c3014311,18800084
b6f18ffc,b6e3ea05,abf892dd,cd6d56c6,00000055,0010008c,00004495,00104419
c19dd162,e5bf3859,1e887be0,c4b1aa64,00000055,04006975,0420a875,0020c100
91e523de,e425a953,62211fc6,218db3ec,00000055,60000ad1,218082d9,41808808
e1023a41,b41cd57f,cba2d90d,9a0c1608,00000055,4102c959,100c065d,510ecf04
f554050a,8ac8c98f,5eee6f6e,ad2f4ee4,00000055,5e8c4c51,2d0c4cd1,73800080
6b3990b3,79e65c51,227247e3,93a6c79f,00000055,025244b7,1286c4d7,10d48060
cd870825,99793c7f,749c40ad,88c35362,00000055,549c005d,00c21017,545e104a
b0dce711,cb8daef2,7cf442a9,3e8859de,00000055,785040f4,3a004997,42500963
afeb0169,77882c78,a6b4980a,0915cc87,00000055,80200855,08010c54,88210401
b5a16eb6,37b668e1,6df26351,7db0b741,00000055,00120204,00100614,00020410
85e22bca,e4e12ccb,ec07097d,2bcab820,00000055,60030154,21020055,41010101
d6d0b961,7eafb743,c953de3b,84754ebf,00000055,88530e77,80750e77,08260000
92cec4a8,f7ba2d6c,0f2173ba,04957583,00000055,052061d5,041461d5,01340000
3b04d540,e1d92d48,a45e068d,5a12ee09,00000055,805c005d,5a10e85d,da4ce800
1c9ca110,ee0e049c,441c753e,c5188548,00000055,40102559,c010855d,8000a004
a85d1baf,cbce7476,f3581210,5151e3a9,00000055,63100245,411163dc,22016199
9a521790,82731783,a1bc007e,f1073fb7,00000055,00200047,10010046,10210001
16e5f767,e30d36ab,26ec5f45,b8ed5a52,00000055,24e84111,b0e84015,94000104
e903237a,0c6aa0bb,8e3e7739,92e4c6c7,00000055,84280354,80608294,044881c0
6fbc65a8,6394efd3,54a87b75,c87ee07a,00000055,04280a24,0828802f,0c008a0b
2205e4f8,8326f39d,bedcc882,8cf45d9f,00000055,a0000055,80201550,20201505
b85031e9,ffc8aecf,50526c9d,ae328d33,00000055,40100c51,06108d77,46008126
d2a6ad59,c08f6c98,e78deb42,573cb87a,00000055,0209c115,12288015,10214100
fbd92072,72b36bc4,fa5728ec,d12428c3,00000055,884208f1,812008d7,09620026
5ae677a1,6fefbf30,6f4e1942,d2cd7c65,00000055,25080855,10094854,35014001
e5e48169,c44c6ba9,51ae3706,ebe7a4b0,00000055,01a82255,21a0a0d5,20088280
24831243,d9dc3dd3,53345fe0,c2d78ba7,00000055,51140fd5,c0570bd5,91430400
5dccbc69,85519189,5eaf8470,9e86371b,00000055,588d0435,98842555,c0092160
0e295cf9,21a41567,c9b82a6a,641b094b,00000055,0988085f,2409095f,2d810100
6adf4598,d71ea3f2,8cf7b0e3,09bf12b7,00000055,8cc1a037,09810277,8540a240
ef775fd9,4dd2a645,19cde4b1,6862b7a5,00000055,0085e0c5,2020b1d1,20a55114
4e353e41,52b91bb8,456fe817,9d8ef28c,00000055,040c2044,1c8c20dd,18800099
8964e26b,4309f3c1,f1f2b5ee,d1bb670d,00000055,c06011ff,c029015d,004910a2
8dca7574,b4d1a572,df19607b,c4ccc74d,00000055,19194057,0008c051,19118006
7401ee89,5b0870c5,06640ce6,4b35a943,00000055,06000c11,0b018815,0d018404
6c1c5564,600ee8f9,a60fcd44,cd06af08,00000055,04028d51,0c02ad5d,0800200c
2f8b632b,3780cc06,1fd92333,a2e57450,00000055,18092374,00012455,18080721
d3f9c931,5781d46b,2753f07c,19218a24,00000055,0450100d,00200855,04701858
ab8761a4,737ad997,814fd699,e61fcfc9,00000055,804d9044,c01d8854,40501810
302a2ffc,7e926aa5,87e6a1cc,e2124736,00000055,06a0011d,42104545,44b04458
960977c9,5ecb36ae,a2764f0a,7993b36d,00000055,80424157,48820130,c8c04067
80ce2f21,85a2b8e5,5d521d96,2e9dea15,00000055,054015d1,040c8251,014c9780
2dedaf0b,c1c80446,147080fa,d27b5eeb,00000055,0420801d,c0210a1c,c4018a01
6b721e99,4fc2f878,f43ea0aa,071f3994,00000055,2430a0f5,041020d5,20208020
298ad298,5961e822,6f953150,a0954e12,00000055,60813045,20810a47,40003a02
b3e27fd1,9580145e,cfc85ef1,a10d43cb,00000055,06404ad4,200043de,2640090a
40c3e1ae,4d0023b8,f47fd4b2,5ea6bd99,00000055,0443c047,0c828045,08c14002
b416f754,93275eb5,89a3e0cc,aae15c00,00000055,0121a095,22210855,2300a8c0
3192c2ae,62660983,c7802295,ccada4e7,00000055,43800250,40a48070,03248220
8f61f6b2,47ed3034,b41483c4,eacbad09,00000055,800482d1,c8888455,488c0684
7a7b8007,d39b0936,290caadf,bcb28f7e,00000055,29008844,a8a08965,81a00121
d0cea14d,aa40b912,77825dd1,2c2bf6fa,00000055,72821804,280a100f,5a88080b
5b1b32ff,c4a0e30e,771c7857,aa1218f2,00000055,17185004,8a1210a5,9d0a40a1
3942eeef,7df74268,eb462fc6,83f371b1,00000055,40042cd3,00b120d4,40b50c07
6c8b44be,889c4dee,3818ac1d,33b1416e,00000055,20100845,20110115,00010950
127068ac,486b070c,0f97d7a0,a59def47,00000055,0a1347f5,00196f55,0a0a28a0
0e23bcbc,6043bd43,9a89dc46,c46cb47d,00000055,0a000013,44600028,4e60003b
d26771b9,554099fd,4bf15558,537b3044,00000055,03214015,03232011,00026004
cc9baa58,83b96db1,f50ec7ed,1f93b9a9,00000055,4502c7bc,0f0281fc,4a004640
e3d8abbc,350d1a9c,a66f9e35,59745666,00000055,86459075,50541075,d6118000
0da71808,5bb090cf,26e7d6ae,bf7c179c,00000055,060780d3,161400d1,10138002
cbb2ac02,79f20783,c932369b,350969f5,00000055,800022d4,300029d4,b0000b00
5756a475,e9642635,0d291a56,1752a8b8,00000055,0c200215,16128055,1a328240
28b7c3fe,29eb05d0,4be5a6fd,67573515,00000055,01448679,01540451,00108228
d06c54d4,0334defb,fdb0dc0e,c0b5ff5f,00000055,d110885b,c0108a5a,11000201
fa9cdf86,3b993b5c,f2ceaf75,fe6717a3,00000055,c004a405,c00504d7,0001a0d2
c41bd23f,56176fa2,40c5366c,3a0564a0,00000055,00043459,120424d5,1200108c
6eeae9af,3ac335a2,4992b849,e33b8061,00000055,4000985c,40298054,00291808
d082200c,18708a79,722c71eb,ffbbe638,00000055,40202034,c8b2a265,88928251
8de890d6,5ce5af10,d48d8a2d,7ec5b5b3,00000055,d00d0a51,500535d7,80083f86
d279a40c,2c1f7163,cc17bed1,886b1eac,00000055,cc069414,88621479,4464806d
fb36ac91,663dc38c,0ae737fd,a3a3ffa4,00000055,08032748,81036f51,89004819
f44c16dd,d4d5eac6,6c9ffa95,4e7ed388,00000055,2099f844,0018d05d,20812819
8fbe259e,15ecf49e,b199d5ab,cd6c2083,00000055,9010d155,88400055,1850d100
de5233b4,f223e1cd,2b28dd01,7d780c12,00000055,2820d054,2c700045,0450d011
0d28f591,0129730a,121581ff,8296ff73,00000055,000180ce,00008646,00010688
ece8c20f,ba6cdc06,f522d5ee,4bbbef3d,00000055,5400145d,42800e5c,16801a01
ec5b2d13,991068a6,9d896ad8,78535ee7,00000055,150940c5,704344f0,654a0435
450c3833,59e2c02d,cef8de0a,122dc542,00000055,0ce8d85f,102cc057,1cc41808
005223f4,127b3e5d,93ec5be3,a3a7e37a,00000055,122819f4,0221017d,10091889
7bf549ae,63b6d525,dc9a23a2,2c76cb45,00000055,180200d7,08428854,10408883
315beee1,31c76b7c,cbb02d56,7de9d9b5,00000055,00900541,008881c0,00188481
fee01f69,3c0088b2,fa2640b3,ca90c464,00000055,c22000c6,c2808415,00a084d3
ed33039e,e2072b10,41945035,d88b2317,00000055,01140051,08002053,09142002
dc737431,69667373,a5e94cc4,5bfea089,00000055,a5010415,11140055,b4150440
8e3b2edf,a5a6c259,7f950257,ac04962a,00000055,2b950053,28048457,03918404
e6a7ecdb,f35503af,9e5d5a23,57c51cb6,00000055,14504a75,15c00c61,01904614
d4903b26,735b922e,89739119,ec65cd82,00000055,8143815d,a4418955,25020808
2e9967d9,2718c73f,36b98a83,f7ae3329,00000055,008180d7,01802075,0101a0a2
107934fc,36d4c4f1,c70085f4,bfcd5acb,00000055,06008051,268d505c,208dd00d
c65880d8,e34106e7,6977f296,c7bd65b7,00000055,21118243,05190462,24088621
aee177ed,c6c5539e,5b0cbce8,826eb80a,00000055,48042435,00242057,48200462
865a8774,12c92b5b,6bcdf749,187da6af,00000055,0081a45c,1011a47a,10900026
8509fb69,5934bd76,cac64c9e,b33f2ec3,00000055,c804444b,903d0656,5839421d
fd0d4755,67057540,4d1f4613,cec31df9,00000055,08080244,8a001044,82081200
b544ccd4,1e64760c,419c560b,29bed084,00000055,0100125d,292090d5,28208288
aa195e5f,f29cf01c,cf830d1d,cb69d12a,00000055,48810c54,48018057,00808c03
89c605a6,84025bae,a3c8eb71,16fef1e5,00000055,01c04a55,04c45055,05041a00
ba621f47,38871a8a,f657adb2,7aecda03,00000055,824505d5,02e40054,80a10581
d562ba4a,e5ca093b,78e21e9f,f1ee17f8,00000055,30a01244,30a81325,00080161
70ae608c,43395ffe,5f8b6234,0ddef970,00000055,13832265,01963925,12151b40
4137b34a,d3f6abff,b98db797,aa53405d,00000055,908110c0,82410040,12c01080
e913ff20,f2181164,277c024a,c9560e82,00000055,03080215,09020e55,0a0a0c40
eae34d80,787b3267,0ad557aa,2da7f291,00000055,029057f7,008072d4,02102523
7aebf7eb,e916c360,fb513d2a,455f9a35,00000055,9351345f,015d1054,920c240b
7562d49a,49866fdb,4f4df8b0,42a8f7e7,00000055,0c44b855,00a0b314,0ce40b41
63c48178,aae0b17d,d1e972e1,209b4102,00000055,c1203054,00000055,c1203001
1b06775d,eae5c4a4,a721588f,e4b333ce,00000055,a12110dc,e0a3339d,41822341
9bd7a61b,05811d0d,c23bd5a7,d5679c19,00000055,82129153,94469845,16540916
04fc358e,a6b5d330,e0f1cc4d,dd130178,00000055,a041c459,8001006d,2040c434
2d784183,c8ee8a26,ea0d0c85,25f7ec88,00000055,e00408d0,2596c8d5,c592c005
62bbdd02,d567861d,2b060c6c,c9f652a5,00000055,23040859,81d45250,a2d05a09
ace0f3be,2d461861,88ece672,fc87a4dd,00000055,80a4e207,8086a088,0022428f
49b87294,8ced65ac,f223ff83,a0cf49cb,00000055,c0011755,8045015d,40441608
74629c61,4021aa78,044fda78,e8fda106,00000055,0443124d,20412055,24023218
182d1313,ad784bc2,d09220c0,c8765e02,00000055,90100095,80545855,104458c0
8429e8a6,0a8a443e,99292e0b,ad12923f,00000055,88212c5d,8c02804d,0423ac10
acf6fff7,9e94516b,c1ad6c12,ddc71989,00000055,00202c45,104208dd,10622498
a8c5e9ff,4df032c4,1740b15d,585eb735,00000055,0500914c,40149364,45140228
77025b42,3c28c662,3ace8db7,958a5e63,00000055,0a0a8d75,010a1c75,0b009100
280e8a5f,a4949c11,d0d88e47,5014ecee,00000055,80980613,0010041b,80880208
25cd9549,ed823fed,1ee0c282,284d8f11,00000055,084082d5,084d8a55,000d0880
fc7d9eb1,42ddb77a,609b5e30,2fd89180,00000055,20800855,2e8001d5,0e000980
0837c0c2,c38863e5,c4f34445,a37f1214,00000055,c0b30050,833f0251,438c0201
0258861f,53086cc7,ebb333b2,6758e1cd,00000055,411022c5,4150e09d,0040c258
77370b4f,cf550c0f,55ef9298,211b9933,00000055,10620255,20020155,30600300
7b4b5c1b,d85855f6,d0f883e2,8e4ade6f,00000055,801001b5,82020838,0212098d
afd0e3c6,3b223e2b,72bb6e29,faf2b5bf,00000055,10b24c7c,90f295f8,8040d984
4c8ce0e1,7b771e3f,fc06eaf3,ac4d2780,00000055,3402ea87,244926d5,104bcc52
f213f9b3,0bd99e82,a4fa20a2,5fcfec9e,00000055,a0ca2075,59ca6445,f9004430
b889e23d,8698d328,905836bd,88852efc,00000055,10103040,08012041,18111001
4779b2c9,920d0822,93163674,1c5dffe7,00000055,91143235,1454bab6,85408883
fd1cc189,d9ac5117,5e4adcde,10787df5,00000055,040090cb,003010c1,0430800a
1b206943,155b1192,5f7c4083,cb9c3765,00000055,0e7840d4,0a183014,046070c0
f0c884fd,7354b2de,93301885,c14a0584,00000055,83101054,81080455,02181401
81c37811,d841bcb8,4dfa64b5,1a6b4d1a,00000055,498244f4,1802445d,518000a9
037d6a66,3c70bd94,85ad8a78,6d3f171c,00000055,050d8225,2d0d1745,28009560
5c42a17d,f42b6655,3d4a3512,df1601cf,00000055,28480555,8800015d,a0480408
6bf7fccd,2ac670b0,2e1a1261,081e00c5,00000055,00100034,00100010,00000024
42f9f178,af99ca10,f399ffc1,955a43e6,00000055,e1003b15,85400335,64403820
112a3abb,7f154fd9,a3b207d8,75941aa6,00000055,22320515,64141077,46261562
edcb4303,3782cfc8,46f30a5f,005436ff,00000055,4241081e,0040049e,42010c80
0e7d20cf,2d71f501,627b4bfc,75e25eb1,00000055,22084199,210054d5,0308154c
91ebd72a,6b30fe5b,f2fd4a7a,7f5e564d,00000055,f2d90825,7a5a0014,88830831
db20a04f,8c4b19da,4cbeb358,7fee7d99,00000055,442ab145,576a39c4,13408881
de03990e,7882c5f5,753d3360,002cb498,00000055,24011035,000014cd,240104f8
3b0dc457,cf9a435d,2690adfd,10ad1157,00000055,2490855d,10850157,3415840a
c16bd65b,136d4cf6,1a9b418a,99fb5fe8,00000055,120200dd,90021afd,82001a20
79213fc0,1f5a4391,69ea2508,7f9e8019,00000055,606a2455,661a0044,06702411
33cbd63f,c668c258,f12ddc6a,712c6ddf,00000055,f1211437,71200412,80011025
47709c6e,68399933,9cc47cf2,a27edaa7,00000055,0c400405,22480050,2e080455
5fedc3e1,2a922595,c154a831,4989a9c4,00000055,4154a065,4109a011,005d0074
e0bad5d2,235e818d,e8a40d9c,c315d32b,00000055,c0a40449,c304505e,03a05417
ceba78d7,8fde0238,b8360abf,7e178eb9,00000055,00240afa,40040afc,40200006
61fe9ba3,91d47929,e0662b72,27049451,00000055,e0222257,20008055,c022a202
04350df1,0506eaa3,1131f1b2,e4ada250,00000055,0131e147,0021a205,01104342
35b946f0,48fbb301,51f21d38,55de2d5b,00000055,51421565,55422504,04003061
122b86a1,fb0ab0fc,bf3b9d24,90339851,00000055,a9211451,80211004,29000455
ed8878cd,65d452a6,f9411dd7,a7951888,00000055,88400816,8014085d,0854004b
07b7997a,1ba1f486,1c38235c,ff81b47e,00000055,1c102109,1c002429,00100520
eda7da87,f31540f0,d3c1361f,4548007d,00000055,12801242,04000020,16801262
a9ea2f02,783892c6,b9718905,8bb5f2c4,00000055,91508951,8190b091,10c039c0
ecbf368c,d461903e,5c8ac90f,9fd9926c,00000055,188a8057,18d88275,00520222
8d1052c9,6123c050,e6c246aa,4115f050,00000055,e40202dd,40119045,a4139298
d4ca622b,cd3a531a,2c73d61f,d4f5b4f5,00000055,08701044,10f03064,18802020
66c3765b,46de3481,218cdc75,7d6cd77a,00000055,200c4005,200c420f,0000020a
8436d8e0,94775552,8a2a795f,c91f2bb0,00000055,00000947,000109e5,000100a2
a2237ce1,f2d0100c,6730f621,273898af,00000055,40306474,003008f8,40006c8c
04d54ff9,bec28da4,78423852,ede71b36,00000055,38020005,a8070241,90050244
967824f8,49a27025,e18a0bd1,b61ce6ef,00000055,c18a0084,96184498,5792441c
903518d5,b0b62433,8f2219b7,487867bb,00000055,000218f3,000024f7,00023c04
8ce86e01,040729c0,49dffab9,55128c97,00000055,08cf42d4,000204d4,08cd4600
959cbbb4,8c5a07ba,739759c8,db1e3384,00000055,1186185d,19063051,0880280c
cc913fc5,163a1b30,776c26d4,8026e197,00000055,52282481,802220c0,d20a0441
cabe88b8,39c88099,6e5f8c99,4f50def9,00000055,62560854,43500874,21060020
83473772,6953ac36,73c0eda0,37268137,00000055,62008955,22048151,40040804
c40ec4c1,ca8daf7d,b50594d8,1e09d560,00000055,040100cd,0e014175,0a0041b8
ee45ab7b,224b8ee7,1ec8a1c6,3208a040,00000055,0c0821d1,00082055,0c000184
72ac6ff2,ae3e0fa5,434b5b03,fa3de42a,00000055,40024056,d8106057,98122001
ce1c77fe,c72cc0a1,943891bd,f5475e5b,00000055,00309148,0100160e,01308746
882066e3,4c67b621,6ce96553,6c8cc5a2,00000055,44414017,4404c0d7,004580c0
9adf8a26,196ab2bb,7386ced7,c8a4d1da,00000055,038408c0,80a410cd,8320180d
fd17b904,4f7ed8ea,3c960759,6cc348f4,00000055,3000011d,204140b1,104141ac
e56a42dd,81630aa9,2d620731,d5822e2b,00000055,24000065,44000875,60000810
f6249724,2dfba1b2,3ff9e8d2,a4bfc9f3,00000055,1bd920c7,809f00c7,9b462000
afd29805,d2a85d37,ccb1569a,32a6afd5,00000055,4c304447,30228545,7c12c102
5784bf4d,ff5cf7aa,8379c02d,6ea83053,00000055,80584070,28880016,a8d04066
b41cc8cb,975c9ada,289335ce,b82834cd,00000055,20001055,20001054,00000001
b37e4476,b6aeca1a,74d7e1fd,c5bf306b,00000055,04d08039,0590003d,01408004
5aa7a476,d4f318ee,88f4e820,0e30d583,00000055,8854a855,0e1094d5,86443c80
5809c54c,5f8eee89,d1558d90,5e8cb09d,00000055,010509d5,068420d0,07812905
790821fd,87e6fe13,e87371ae,6a2b3386,00000055,e86251fb,6a2a13d3,82484228
575f5345,7aa03f08,1223f93c,dadaf328,00000055,00236859,08da605d,08f90804
f6e02f35,1011ee8a,911b226a,f50a5fcd,00000055,8011007f,e40041d8,641141a7
66365036,692debee,fce0e395,fb8861e0,00000055,0c00a3c5,0b082195,07088250
1190f1ec,fc544ba8,92f17527,2e2aa6e0,00000055,80c03051,2c00a215,acc09244
c7e6d0c8,63c07895,c521e13c,618b659a,00000055,8420a049,2002204d,a4228004
f5d8b5a5,fe76f001,33014213,968e46a3,00000055,03004055,028e44f5,018e04a0
f1f43c06,229a2836,50717fc5,635508e7,00000055,50601455,43440075,13241420
8c8d1df3,507095a5,74b3f60c,4de0b0d5,00000055,54b18051,4ce08001,18510050
85f62657,23873377,ccce313b,e751ee87,00000055,84401175,a6510455,22111520
2dce64a4,fa8f1ddc,0442b6b6,83a71328,00000055,04403065,8301117d,87412118
f7a9170a,76918e1d,dd460f93,bda8bc96,00000055,81000946,81289843,00289105
ab092f0e,9a579fd7,5ef9959e,916095bc,00000055,105890cd,114090cd,01180000
ac0dfa6a,add1cdeb,392b1873,e97e7cab,00000055,01081054,015c34d4,00542480
e052683d,5975bb46,51a8d9c0,c87823df,00000055,1120d115,8820030e,9900d21b
58130f2e,832160ee,ed990e5b,296d459f,00000055,c9100e15,092045d5,c0304bc0
9b418cac,4d169197,d1e544b9,4763aed7,00000055,d045046c,46430c46,9606082a
dcb3788e,6d6100bd,9e45988c,1b5943fc,00000055,90401855,11504065,81105830
47bd8636,ecd263ca,2d653151,5e509623,00000055,29652105,0a408475,2325a570
d63da6ad,57d991c0,42a547d4,65d8a0b2,00000055,00a40711,01c02075,01642764
bdbb6870,06931ce4,e0fa4ebe,921c6fa8,00000055,a02844c1,920864d5,32202014
47db5c7d,5b7e2753,056d545a,01857426,00000055,0425505f,00857073,04a0202c
2050e63d,822be31c,b197a284,e21efeda,00000055,a0130055,a21a0455,02090400
02915df5,8e7fc5a2,9d41756b,db93b927,00000055,8c401016,88829852,04c28844
413f85b3,80a7b1f9,cf6b0e6a,a9fe4718,00000055,c108041f,8198045d,40900042
ce9e7f51,913b5f1e,8ef2518a,d0a5a330,00000055,0ea0005f,50a52055,5e05200a
a10b0548,29b51f29,15b9abda,ebd10f5c,00000055,00b80a15,88900a15,88280000
55818e9e,e3758343,f6b7e232,a8ad42e8,00000055,b6b40045,a0a4009d,161000d8
5af18986,58cec655,d25ff224,8dc0a613,00000055,021f4255,00000646,021f4413
0c516cde,ae627db3,23ae868e,ea3ba00e,00000055,22220059,a2330059,80110000
17154685,bcc5ca51,b20035d5,01fd2701,00000055,a2000481,01d00455,a3d000d4
b11e9da2,57fb6786,fa6c6bea,3de6aade,00000055,e2646a75,24e4aa51,c680c024
b0d88570,e4501e97,dcd62e1c,4fe34487,00000055,54800a51,448000d2,10000a83
5f4c9150,d0a3603c,f72a35c0,e9304456,00000055,872a3115,89204011,0e0a7104
37158ecc,81f04d70,0aeff775,7d10f2eb,00000055,02e5c361,3400c2fd,36e5019c
f7a12ede,3d168f1c,81418daa,210368b6,00000055,800181d7,000320d7,8002a100
17c2c02f,03472445,6610d687,ef2ac7df,00000055,0400c457,0400c41f,00000048
903bbff6,2ac3ab6e,f3c8e0ea,e3404c32,00000055,b2c800dd,a2400445,10880498
cf22e39f,75d720b7,d3944c4a,cfa7e051,00000055,9294405d,8aa5c055,18318008
5488947e,4ba812c0,fd047330,0b7ed765,00000055,1d000265,0b208671,16208414
4d4c7418,4b311bff,22d4dff3,e68bea92,00000055,02544fb6,06096ad7,045d2561
94e73a1c,0292ac27,0bbaf170,62b2472c,00000055,02309065,0230067d,00009618
09678076,1da774ad,444baa00,1052090f,00000055,0440a055,1040005e,1400a00b
c217e89a,782c76ec,d5062927,90353ea4,00000055,90020873,90311e71,00331602
e2e19133,21a33835,37afa30e,daa2adb8,00000055,0302a153,c202a955,c1000806
1b7de151,d05b7eae,d75ff7b8,70c77108,00000055,c30697ed,4006115d,830086b0
fc0d48fd,3f4712e5,b3b6d582,dd1c4ab7,00000055,83025055,c1084a45,420a1a10
0da94d9b,6fdc2f15,557b6884,1a702834,00000055,407160d1,02702051,42014080
0fd9054b,03403c84,1e8c66f4,a8da9967,00000055,0c882091,08981912,04103983
5e024164,40fbc308,13078c78,1ca75f6c,00000055,1201803d,1ca10239,0ea08204
3909485f,764518e4,1bcfd07a,23750d15,00000055,0b4c506f,03440044,0808502b
d8449cb1,c52f526e,df80b4b6,461169e0,00000055,1d0084c3,04014895,1901cc56
f6f0dbf4,f579754f,7a591fab,31176276,00000055,02090efe,01012267,03082c99
74510c6c,2c614b6d,5d053a67,f932f614,00000055,58000254,58304655,00304401
